Entity1,Relation,Entity2
Kamtchatka,is,"in, Far East"
Yakutsk,is,"in, Sakha Republic"
Yakutsk,is,"in, East"
Yakutsk,is,"in, Russia"
Yakutsk,is,"in, Far East"
TV,is,"turned on by, Fred"
TV,is,"turned off by, Fred"
Dishwasher,is,"put off by, Fred"
Dishwasher,is,"used by, Fred"
Fred,watches,TV
Fred,does,"not, run, Dishwasher"
Fred,remembers,great-grandfather
Fred,is,"the only, who, remembers, great-grandfather"
Fred,is,"related to, speaker's father"
Speaker's father,is,"remembered, by, Fred"
Speaker's father,is,"related to, speaker"
Fred,is,"older than, speaker's father"
Fred,is,"related to, speaker"
Great-grandfather,is,remarkable
Great-grandfather,is,"remembered, by, Fred"
Great-grandfather,is,"related to, speaker"
Speaker,is,"related to, great-grandfather"
Speaker,is,"related to, father"
Speaker,is,"related to, Fred"
Fred,is,"related to, speaker's father"
Fred,is,"related to, great-grandfather"
Father,is,"remembered, by, Fred"
Father,is,"related to, speaker"
Father,is,"related to, Fred"
Great-grandfather,is,"related to, speaker"
Great-grandfather,is,"related to, father"
Great-grandfather,is,"related to, Fred"
Speaker,is,"related to, great-grandfather"
Speaker,is,"related to, father"
Speaker,is,"related to, Fred"
Father,is,"related to, great-grandfather"
Father,is,"related to, speaker"
Father,is,"related to, Fred"
Fred,is,"related to, great-grandfather"
Fred,is,"related to, speaker"
Fred,is,"related to, father"
Kamtchatka's army),attacked,"Yakutsk
4. The minnow, was threatened by, The duck
5. The duck, was advised to get away from, The shark
6. Archaeologists, hunted for evidence on, prehistoric humans
7. The archaeologists, concluded that, prehistoric humans lived in Laputa 20,000 years ago
8. They (prehistoric humans"
scientists),"began a two-year study
10. The scientists","studied, The fish
11. The fish, appeared in the, Indian Ocean
12. They (journalists"
police,arrested,gang members
gang members,trying to stop,drug trade
police,working against,gang members
cake,stored in,refrigerator
cake,contains,butter
refrigerator,contains,cake
crutches,used by,Sam
crutches,aiding,ankles
ankles,recovering from,injury
crutches,become unnecessary,ankles
sponsors,outnumbered by,opponents
sponsors,in the minority,majority
sponsors,got to,town hall
opponents,outnumber,sponsors
sponsors,were,in the minority
people,preference,oatmeal cookies
people,preference,chocolate chip cookies
oatmeal cookies,comparison,chocolate chip cookies
oatmeal cookies,preference,people
chocolate chip cookies,preference,people
baker,action,baking
baker,action,sharing
speaker,preference,oatmeal cookies
speaker,preference,chocolate chip cookies
speaker,action,writing
speaker,action,speaking
chairs,object,newsletter
newsletter,object,auditorium
chairs,object,auditorium
chairs,comparison,newsletter
newsletter,object,document
document,object,written materials
written materials,object,objects
objects,object,context
context,object,passage
passage,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
actions,object,context
context,object,events
events,sequence,events
events,sequence,sequence
sequence,object,actions
Steve,follows,Fred
Steve,influences,Fred
Fred,admires,Steve
The table,won't fit,the doorway
The table,is obstructed by,the doorway
The table,is restricted by,the doorway
The table,passes through,the doorway
Pens,are designed to hold,ink
Pens,can become full of,ink
Pens,are used for,writing or stirring a liquid that contains ink
"Pronoun ""it""",refers to,The table
"Pronoun ""He""",refers to,Steve
"Pronoun ""He""",refers to,Fred
