Entity1,Relation,Entity2
breaks,are a mitigating factor,for exhaustion
Vicky,becomes,exhausted
Vicky,does not become,exhausted
exhaustion,is a potential outcome,of prolonged work hours
taking breaks,is a deliberate action,that can be controlled
becoming exhausted,is not within,an individual's control
Vicky,will become,exhausted
Vicky,will not become,exhausted
John,works,hours
John,takes,breaks
breaks,can,energy
breaks,help,regain
breaks,can,mitigate
exhaustion,is,consequence
work,hours,lead
exhaustion,is,caused
fatigue,is,state
fatigue,impairs,productivity
fatigue,compromises,well-being
breaks,help,rest
breaks,help,recharge
breaks,help,replenish
ultradian,rhythms,suggest
ultradian,rhythms,natural
cycles,of,productivity
cycles,of,rest
breaks,help,synchronize
breaks,improve,focus
breaks,improve,creativity
breaks,improve,job satisfaction
exhaustion,is,direct consequence
breaks,can,prevent
breaks,can,mitigate
exhaustion,is,likely
John,does not take,breaks
John,takes,breaks
breaks,help,prevent
breaks,can,help
exhaustion,is,possible
John,works,long hours
long hours,lead,exhaustion
exhaustion,is,likely
John,takes,regular breaks
regular breaks,help,regain
regular breaks,help,feel
exhaustion,is,uncertain
breaks,can,mitigate
John,does not take,breaks
John,works,long hours
long hours,lead,exhaustion
exhaustion,is,certain
John,takes,breaks
breaks,can,help
breaks,can,prevent
exhaustion,is,possible
John,works,long hours
long hours,lead,exhaustion
exhaustion,is,likely
Ava,takes,elevator
Ava,chooses,elevator
elevator,allows,quicker arrival
elevator,eliminates,breathlessness
elevator,is,faster than stairs
stairs,is,slower than elevator
stairs,results in,shortness of breath
shortness of breath,is,caused by physical exertion
physical exertion,is,caused by insufficient oxygen intake
oxygen intake,is,related to aerobic capacity
aerobic capacity,is,related to body demands
body demands,are,related to oxygen supply
oxygen supply,is,related to individual
individual,experiences,breathlessness
breathlessness,is,experienced by person
person,experiences,physical exertion
physical exertion,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to destination
destination,is,reached by elevator or stairs
elevator,is,a mode of transportation
stairs,is,a mode of transportation
question,asks,about relationship between statements
statements,are,related to Ava's actions
Ava,takes,elevator or stairs
elevator,is,related to quicker arrival
stairs,is,related to breathlessness
arrival,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to individual
individual,experiences,physical exertion
physical exertion,is,related to oxygen supply
oxygen supply,is,related to body demands
body demands,are,related to aerobic capacity
aerobic capacity,is,related to individual
individual,has,aerobic capacity
aerobic capacity,is,related to oxygen intake
oxygen intake,is,related to body demands
body demands,are,related to physical exertion
physical exertion,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to destination
destination,is,reached by elevator or stairs
elevator,is,a mode of transportation
stairs,is,a mode of transportation
question,asks,about relationship between statements
statements,are,related to Ava's actions
Ava,takes,elevator or stairs
elevator,is,related to quicker arrival
stairs,is,related to breathlessness
arrival,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to individual
individual,experiences,physical exertion
physical exertion,is,related to oxygen supply
oxygen supply,is,related to body demands
body demands,are,related to aerobic capacity
aerobic capacity,is,related to individual
individual,has,aerobic capacity
aerobic capacity,is,related to oxygen intake
oxygen intake,is,related to body demands
body demands,are,related to physical exertion
physical exertion,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to destination
destination,is,reached by elevator or stairs
elevator,is,a mode of transportation
stairs,is,a mode of transportation
question,asks,about relationship between statements
statements,are,related to Ava's actions
Ava,takes,elevator or stairs
elevator,is,related to quicker arrival
stairs,is,related to breathlessness
arrival,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to individual
individual,experiences,physical exertion
physical exertion,is,related to oxygen supply
oxygen supply,is,related to body demands
body demands,are,related to aerobic capacity
aerobic capacity,is,related to individual
individual,has,aerobic capacity
aerobic capacity,is,related to oxygen intake
oxygen intake,is,related to body demands
body demands,are,related to physical exertion
physical exertion,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to destination
destination,is,reached by elevator or stairs
elevator,is,a mode of transportation
stairs,is,a mode of transportation
question,asks,about relationship between statements
statements,are,related to Ava's actions
Ava,takes,elevator or stairs
elevator,is,related to quicker arrival
stairs,is,related to breathlessness
arrival,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to individual
individual,experiences,physical exertion
physical exertion,is,related to oxygen supply
oxygen supply,is,related to body demands
body demands,are,related to aerobic capacity
aerobic capacity,is,related to individual
individual,has,aerobic capacity
aerobic capacity,is,related to oxygen intake
oxygen intake,is,related to body demands
body demands,are,related to physical exertion
physical exertion,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to destination
destination,is,reached by elevator or stairs
elevator,is,a mode of transportation
stairs,is,a mode of transportation
question,asks,about relationship between statements
statements,are,related to Ava's actions
Ava,takes,elevator or stairs
elevator,is,related to quicker arrival
stairs,is,related to breathlessness
arrival,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to individual
individual,experiences,physical exertion
physical exertion,is,related to oxygen supply
oxygen supply,is,related to body demands
body demands,are,related to aerobic capacity
aerobic capacity,is,related to individual
individual,has,aerobic capacity
aerobic capacity,is,related to oxygen intake
oxygen intake,is,related to body demands
body demands,are,related to physical exertion
physical exertion,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to destination
destination,is,reached by elevator or stairs
elevator,is,a mode of transportation
stairs,is,a mode of transportation
question,asks,about relationship between statements
statements,are,related to Ava's actions
Ava,takes,elevator or stairs
elevator,is,related to quicker arrival
stairs,is,related to breathlessness
arrival,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to individual
individual,experiences,physical exertion
physical exertion,is,related to oxygen supply
oxygen supply,is,related to body demands
body demands,are,related to aerobic capacity
aerobic capacity,is,related to individual
individual,has,aerobic capacity
aerobic capacity,is,related to oxygen intake
oxygen intake,is,related to body demands
body demands,are,related to physical exertion
physical exertion,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to destination
destination,is,reached by elevator or stairs
elevator,is,a mode of transportation
stairs,is,a mode of transportation
question,asks,about relationship between statements
statements,are,related to Ava's actions
Ava,takes,elevator or stairs
elevator,is,related to quicker arrival
stairs,is,related to breathlessness
arrival,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to individual
individual,experiences,physical exertion
physical exertion,is,related to oxygen supply
oxygen supply,is,related to body demands
body demands,are,related to aerobic capacity
aerobic capacity,is,related to individual
individual,has,aerobic capacity
aerobic capacity,is,related to oxygen intake
oxygen intake,is,related to body demands
body demands,are,related to physical exertion
physical exertion,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to destination
destination,is,reached by elevator or stairs
elevator,is,a mode of transportation
stairs,is,a mode of transportation
question,asks,about relationship between statements
statements,are,related to Ava's actions
Ava,takes,elevator or stairs
elevator,is,related to quicker arrival
stairs,is,related to breathlessness
arrival,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to individual
individual,experiences,physical exertion
physical exertion,is,related to oxygen supply
oxygen supply,is,related to body demands
body demands,are,related to aerobic capacity
aerobic capacity,is,related to individual
individual,has,aerobic capacity
aerobic capacity,is,related to oxygen intake
oxygen intake,is,related to body demands
body demands,are,related to physical exertion
physical exertion,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to destination
destination,is,reached by elevator or stairs
elevator,is,a mode of transportation
stairs,is,a mode of transportation
question,asks,about relationship between statements
statements,are,related to Ava's actions
Ava,takes,elevator or stairs
elevator,is,related to quicker arrival
stairs,is,related to breathlessness
arrival,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to individual
individual,experiences,physical exertion
physical exertion,is,related to oxygen supply
oxygen supply,is,related to body demands
body demands,are,related to aerobic capacity
aerobic capacity,is,related to individual
individual,has,aerobic capacity
aerobic capacity,is,related to oxygen intake
oxygen intake,is,related to body demands
body demands,are,related to physical exertion
physical exertion,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to destination
destination,is,reached by elevator or stairs
elevator,is,a mode of transportation
stairs,is,a mode of transportation
question,asks,about relationship between statements
statements,are,related to Ava's actions
Ava,takes,elevator or stairs
elevator,is,related to quicker arrival
stairs,is,related to breathlessness
arrival,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to individual
individual,experiences,physical exertion
physical exertion,is,related to oxygen supply
oxygen supply,is,related to body demands
body demands,are,related to aerobic capacity
aerobic capacity,is,related to individual
individual,has,aerobic capacity
aerobic capacity,is,related to oxygen intake
oxygen intake,is,related to body demands
body demands,are,related to physical exertion
physical exertion,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to destination
destination,is,reached by elevator or stairs
elevator,is,a mode of transportation
stairs,is,a mode of transportation
question,asks,about relationship between statements
statements,are,related to Ava's actions
Ava,takes,elevator or stairs
elevator,is,related to quicker arrival
stairs,is,related to breathlessness
arrival,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to individual
individual,experiences,physical exertion
physical exertion,is,related to oxygen supply
oxygen supply,is,related to body demands
body demands,are,related to aerobic capacity
aerobic capacity,is,related to individual
individual,has,aerobic capacity
aerobic capacity,is,related to oxygen intake
oxygen intake,is,related to body demands
body demands,are,related to physical exertion
physical exertion,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to destination
destination,is,reached by elevator or stairs
elevator,is,a mode of transportation
stairs,is,a mode of transportation
question,asks,about relationship between statements
statements,are,related to Ava's actions
Ava,takes,elevator or stairs
elevator,is,related to quicker arrival
stairs,is,related to breathlessness
arrival,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to individual
individual,experiences,physical exertion
physical exertion,is,related to oxygen supply
oxygen supply,is,related to body demands
body demands,are,related to aerobic capacity
aerobic capacity,is,related to individual
individual,has,aerobic capacity
aerobic capacity,is,related to oxygen intake
oxygen intake,is,related to body demands
body demands,are,related to physical exertion
physical exertion,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to destination
destination,is,reached by elevator or stairs
elevator,is,a mode of transportation
stairs,is,a mode of transportation
question,asks,about relationship between statements
statements,are,related to Ava's actions
Ava,takes,elevator or stairs
elevator,is,related to quicker arrival
stairs,is,related to breathlessness
arrival,is,related to time frame
time frame,is,related to mode of transportation
mode of transportation,is,related to individual
individual,experiences,physical exertion
Mark,takes care of,health
health,encompasses,well-being
well-being,encompasses,physical health
well-being,encompasses,mental health
well-being,encompasses,emotional health
diet,influences,physical health
diet,influences,mental health
exercise,influences,physical health
exercise,influences,mental health
stress levels,influences,physical health
stress levels,influences,mental health
sleep quality,influences,physical health
sleep quality,influences,mental health
health habits,influences,overall health
health habits,influences,well-being
health issues,are caused by,neglecting health
good health,is caused by,prioritizing health
health issues,are associated with,neglecting well-being
good health,is associated with,prioritizing well-being
diabetes,is a consequence of,neglecting health
cardiovascular disease,is a consequence of,neglecting health
obesity,is a consequence of,neglecting health
anxiety,is a consequence of,neglecting health
depression,is a consequence of,neglecting health
diseases,can occur despite,taking care of health
health issues,can occur despite,taking care of health
taking care of health,is a necessary condition for,good health
prioritizing well-being,is a necessary condition for,good health
neglecting health,is a sufficient condition for,health issues
neglecting well-being,is a sufficient condition for,health issues
good health,is a consequence of,taking care of health
good health,is a consequence of,prioritizing well-being
health issues,are a consequence of,neglecting well-being
health issues,are a consequence of,neglecting health
diseases,can be caused by,genetics
diseases,can be caused by,accidents
diseases,can be caused by,infections
health,can be influenced by,genetics
health,can be influenced by,fortune
health,can be influenced by,medical care
health,can be influenced by,lifestyle
health issues,can be caused by,genetics
health issues,can be caused by,accidents
health issues,can be caused by,infections
good health,can be influenced by,genetics
good health,can be influenced by,fortune
good health,can be influenced by,medical care
good health,can be influenced by,lifestyle
physical restoration,is influenced by,sleep quality
mental restoration,is influenced by,sleep quality
health outcomes,are influenced by,health habits
health outcomes,are influenced by,lifestyle
health outcomes,are influenced by,genetics
health outcomes,are influenced by,fortune
health outcomes,are influenced by,medical care
medical literature,supports,relationship between health habits and well-being
research,supports,relationship between health habits and well-being
studies,support,relationship between health habits and well-being
health status,can be influenced by,genetics
health status,can be influenced by,fortune
health status,can be influenced by,medical care
health status,can be influenced by,lifestyle
body,is influenced by,health habits
mind,is influenced by,health habits
health habits,are influenced by,lifestyle
health habits,are influenced by,genetics
health habits,are influenced by,fortune
health habits,are influenced by,medical care
health habits,are influenced by,sleep quality
health habits,are influenced by,stress levels
health habits,are influenced by,diet
health habits,are influenced by,exercise
health habits,are influenced by,overall health
lifestyle,influences,health habits
lifestyle,influences,overall health
lifestyle,influences,well-being
lifestyle,influences,physical health
lifestyle,influences,mental health
lifestyle,influences,emotional health
genetics,influences,health
genetics,influences,well-being
genetics,influences,physical health
genetics,influences,mental health
genetics,influences,emotional health
fortune,influences,health
fortune,influences,well-being
fortune,influences,physical health
fortune,influences,mental health
fortune,influences,emotional health
medical care,influences,health
medical care,influences,well-being
medical care,influences,physical health
medical care,influences,mental health
medical care,influences,emotional health
accidents,can cause,health issues
infections,can cause,health issues
diseases,can be caused by,accidents
diseases,can be caused by,infections
health issues,can be caused by,accidents
health issues,can be caused by,infections
health issues,can be caused by,diseases
good health,can be influenced by,medical care
good health,can be influenced by,lifestyle
good health,can be influenced by,genetics
good health,can be influenced by,fortune
physical health,can be influenced by,medical care
physical health,can be influenced by,lifestyle
physical health,can be influenced by,genetics
physical health,can be influenced by,fortune
mental health,can be influenced by,medical care
mental health,can be influenced by,lifestyle
mental health,can be influenced by,genetics
mental health,can be influenced by,fortune
emotional health,can be influenced by,medical care
emotional health,can be influenced by,lifestyle
emotional health,can be influenced by,genetics
emotional health,can be influenced by,fortune
overall health,can be influenced by,medical care
overall health,can be influenced by,lifestyle
overall health,can be influenced by,genetics
overall health,can be influenced by,fortune
health habits,can be influenced by,diet
health habits,can be influenced by,exercise
health habits,can be influenced by,stress levels
health habits,can be influenced by,sleep quality
diet,influences,health
diet,influences,well-being
diet,influences,physical health
diet,influences,mental health
diet,influences,emotional health
exercise,influences,health
exercise,influences,well-being
exercise,influences,physical health
exercise,influences,mental health
exercise,influences,emotional health
stress levels,influences,health
stress levels,influences,well-being
stress levels,influences,physical health
stress levels,influences,mental health
stress levels,influences,emotional health
sleep quality,influences,health
sleep quality,influences,well-being
sleep quality,influences,physical health
sleep quality,influences,mental health
sleep quality,influences,emotional health
health outcomes,are influenced by,health habits
health outcomes,are influenced by,lifestyle
health outcomes,are influenced by,genetics
health outcomes,are influenced by,fortune
health outcomes,are influenced by,medical care
physical restoration,is influenced by,sleep quality
mental restoration,is influenced by,sleep quality
health status,can be influenced by,genetics
health status,can be influenced by,fortune
health status,can be influenced by,medical care
health status,can be influenced by,lifestyle
body,is influenced by,health habits
mind,is influenced by,health habits
health habits,are influenced by,lifestyle
health habits,are influenced by,genetics
health habits,are influenced by,fortune
health habits,are influenced by,medical care
health habits,are influenced by,sleep quality
health habits,are influenced by,stress levels
health habits,are influenced by,diet
health habits,are influenced by,exercise
health habits,are influenced by,overall health
lifestyle,influences,health habits
lifestyle,influences,overall health
lifestyle,influences,well-being
lifestyle,influences,physical health
lifestyle,influences,mental health
lifestyle,influences,emotional health
genetics,influences,health
genetics,influences,well-being
genetics,influences,physical health
genetics,influences,mental health
genetics,influences,emotional health
fortune,influences,health
fortune,influences,well-being
fortune,influences,physical health
fortune,influences,mental health
fortune,influences,emotional health
medical care,influences,health
medical care,influences,well-being
medical care,influences,physical health
medical care,influences,mental health
medical care,influences,emotional health
accidents,can cause,health issues
infections,can cause,health issues
diseases,can be caused by,accidents
diseases,can be caused by,infections
health issues,can be caused by,accidents
health issues,can be caused by,infections
health issues,can be caused by,diseases
good health,can be influenced by,medical care
good health,can be influenced by,lifestyle
good health,can be influenced by,genetics
good health,can be influenced by,fortune
physical health,can be influenced by,medical care
physical health,can be influenced by,lifestyle
physical health,can be influenced by,genetics
physical health,can be influenced by,fortune
mental health,can be influenced by,medical care
mental health,can be influenced by,lifestyle
mental health,can be influenced by,genetics
mental health,can be influenced by,fortune
emotional health,can be influenced by,medical care
emotional health,can be influenced by,lifestyle
emotional health,can be influenced by,genetics
emotional health,can be influenced by,fortune
overall health,can be influenced by,medical care
overall health,can be influenced by,lifestyle
overall health,can be influenced by,genetics
overall health,can be influenced by,fortune
health habits,can be influenced by,diet
health habits,can be influenced by,exercise
health habits,can be influenced by,stress levels
health habits,can be influenced by,sleep quality
diet,influences,health
diet,influences,well-being
diet,influences,physical health
diet,influences,mental health
diet,influences,emotional health
exercise,influences,health
exercise,influences,well-being
exercise,influences,physical health
exercise,influences,mental health
exercise,influences,emotional health
stress levels,influences,health
stress levels,influences,well-being
stress levels,influences,physical health
stress levels,influences,mental health
stress levels,influences,emotional health
sleep quality,influences,health
sleep quality,influences,well-being
sleep quality,influences,physical health
sleep quality,influences,mental health
sleep quality,influences,emotional health
health outcomes,are influenced by,health habits
health outcomes,are influenced by,lifestyle
health outcomes,are influenced by,genetics
health outcomes,are influenced by,fortune
health outcomes,are influenced by,medical care
physical restoration,is influenced by,sleep quality
mental restoration,is influenced by,sleep quality
health status,can be influenced by,genetics
health status,can be influenced by,fortune
health status,can be influenced by,medical care
health status,can be influenced by,lifestyle
body,is influenced by,health habits
mind,is influenced by,health habits
health habits,are influenced by,lifestyle
health habits,are influenced by,genetics
health habits,are influenced by,fortune
health habits,are influenced by,medical care
health habits,are influenced by,sleep quality
health habits,are influenced by,stress levels
health habits,are influenced by,diet
health habits,are influenced by,exercise
health habits,are influenced by,overall health
lifestyle,influences,health habits
lifestyle,influences,overall health
lifestyle,influences,well-being
lifestyle,influences,physical health
lifestyle,influences,mental health
lifestyle,influences,emotional health
genetics,influences,health
genetics,influences,well-being
genetics,influences,physical health
genetics,influences,mental health
genetics,influences,emotional health
fortune,influences,health
fortune,influences,well-being
fortune,influences,physical health
fortune,influences,mental health
fortune,influences,emotional health
medical care,influences,health
medical care,influences,well-being
medical care,influences,physical health
medical care,influences,mental health
medical care,influences,emotional health
accidents,can cause,health issues
infections,can cause,health issues
diseases,can be caused by,accidents
diseases,can be caused by,infections
health issues,can be caused by,accidents
health issues,can be caused by,infections
health issues,can be caused by,diseases
good health,can be influenced by,medical care
good health,can be influenced by,lifestyle
good health,can be influenced by,genetics
good health,can be influenced by,fortune
physical health,can be influenced by,medical care
physical health,can be influenced by,lifestyle
physical health,can be influenced by,genetics
physical health,can be influenced by,fortune
mental health,can be influenced by,medical care
mental health,can be influenced by,lifestyle
mental health,can be influenced by,genetics
mental health,can be influenced by,fortune
emotional health,can be influenced by,medical care
emotional health,can be influenced by,lifestyle
emotional health,can be influenced by,genetics
emotional health,can be influenced by,fortune
overall health,can be influenced by,medical care
overall health,can be influenced by,lifestyle
overall health,can be influenced by,genetics
overall health,can be influenced by,fortune
health habits,can be influenced by,diet
health habits,can be influenced by,exercise
health habits,can be influenced by,stress levels
health habits,can be influenced by,sleep quality
diet,influences,health
diet,influences,well-being
diet,influences,physical health
diet,influences,mental health
diet,influences,emotional health
exercise,influences,health
exercise,influences,well-being
exercise,influences,physical health
exercise,influences,mental health
exercise,influences,emotional health
stress levels,influences,health
stress levels,influences,well-being
stress levels,influences,physical health
stress levels,influences,mental health
health,is related to,diseases
health,is affected by,well-being
schedules,impact,well-being
constraints,impact,well-being
knowledge,impacts,health
habits,impacts,health
choice,impacts,health
health,is related to,outcomes
neglects,leads to,health issues
health care,leads to,good health
health care,encompasses,activities
activities,impact,health status
health issues,can be caused by,neglecting health care
prioritizing health,can prevent or manage,health issues
health,is related to,physical and mental well-being
Mark,neglects,health
Mark,"will not be healthy)
18. (health care","is related to, health status"
diseases,can occur due to,various factors
health issues,can be caused by,various factors
playing sports,is related to,regular physical exercise
playing sports,leads to,staying fit
eating unhealthy food,is related to,sedentary lifestyle
eating unhealthy food,can lead to,weight gain and health issues
Dev,"participates in sports)
26. (Dev",will stay fit
Dev,"does not participate in sports)
28. (Dev",may not stay fit
Dev,"does not participate in sports)
30. (Dev",may eat unhealthy food
participating in sports,leads to,staying fit
consuming unhealthy food,leads to,becoming unhealthy
Dev,"participates in sports)
34. (Dev",will not experience negative health consequences
Dev,"does not participate in sports)
36. (Dev",may not stay fit
Dev,"may eat unhealthy food)
38. (participating in sports","is related to, staying fit"
not participating in sports,is related to,not staying fit
eating unhealthy food,is related to,becoming unhealthy
Dev,"participates in sports)
42. (Dev",will stay fit
Dev,"does not participate in sports)
44. (Dev",may not stay fit
Dev,"does not participate in sports)
46. (Dev",may eat unhealthy food
Dev,participates in,sports
sports,leads to,staying fit
staying fit,implies,not experiencing negative health consequences
Dev,may not stay fit,if not participating in sports
not participating in sports,does not necessarily mean,will become unhealthy
not experiencing negative health consequences,does not necessarily mean,eats unhealthy food
participating in sports,does not necessarily mean,eats unhealthy food
not experiencing negative health consequences,implies,does not eat unhealthy food
participating in sports,implies,will stay fit
staying fit,does not necessarily mean,does not eat unhealthy food
not experiencing negative health consequences,does not necessarily mean,will stay fit
Dev,may not stay fit,if does not participate in sports and does not experience negative health consequences
John,consumes,processed food
John,will not have,increase in energy
Processed food,may cause,decrease in energy levels
Organic food,may lead to,increase in energy levels
Processed food,may lead to,feelings of sluggishness
Organic food,may lead to,stable or increased energy levels
Processed food,has,potential negative effects on the body
Organic food,has,higher nutrient content and lower exposure to harmful chemicals
Processed food,is,a potential cause of energy crashes and fatigue
Organic food,is,a healthier alternative to processed food
Processed food,may lead to,decrease in energy levels
John,may experience,decrease in energy levels due to consuming processed food
John,may experience,feelings of sluggishness due to consuming processed food
Organic food,may lead to,increase in energy levels
Processed food,has,negative effects on overall health and well-being
Organic food,has,positive effects on overall health and well-being
John,does not eat,organic food
Processed food,is,a potential reason for John not eating organic food
John,consumes,processed food
John,does not experience,increase in energy
John,consumes,organic food
John,feels,sluggish
processed food,leads to,decrease in energy levels
organic food,leads to,increase in energy
John,has,decrease in energy levels
John,has,sluggish feeling
spending time outdoors,leads to,acquiring a tan
exposure to sunlight,is a primary factor in,tanning
prolonged indoor periods,make it unlikely for,someone to get a tan
spending time outdoors,is likely to,develop a tan
Rahul,spends,a considerable amount of time outdoors
Rahul,may acquire,a tan
tanning beds,can contribute to,acquiring a tan
tanning creams,can contribute to,acquiring a tan
medications,can contribute to,acquiring a tan
cloud cover,can prevent,acquiring a tan
sunscreen,can prevent,acquiring a tan
skin type,can affect,acquiring a tan
construction workers,are likely to,get a tan
farmers,are likely to,get a tan
lifeguards,are likely to,get a tan
office workers,are less likely to,get a tan
librarians,are less likely to,get a tan
occupation,affects,likelihood of getting a tan
lifestyle,affects,likelihood of getting a tan
personal habits,affect,likelihood of getting a tan
spending time outdoors,is not the only cause of,tanning
acquiring a tan,is not the only result of,spending time outdoors
spending time outdoors,is likely to,lead to a tan
staying indoors,makes it unlikely for,someone to get a tan
spending time outdoors,has a causal relationship with,acquiring a tan
acquiring a tan,has a causal relationship with,spending time outdoors
Rahul,spends time outdoors,tan
Rahul,gets a tan,statement (a
Rahul,gets a tan,outdoors
Rahul,spends time outdoors,statement (b
Rahul,stays inside for long hours,statement (b
spending time outdoors,causes,tanning
UV radiation,triggers,melanin production
spending time outdoors,implies,tanning
acquiring a tan,is related to,statement (a
acquiring a tan,is related to,statement (b
staying indoors for long hours,implies,not getting a tan
staying indoors for long hours,is related to,statement (b
getting a tan,is related to,statement (a
staying inside for long hours,is related to,statement (a
staying indoors for long hours,is related to,tanning
getting a tan,is related to,tanning
Rahul,studies regularly,learns new skills
staying up late,causes,tiredness
staying up late,implies,tiredness
staying up late,is related to,being tired
staying up late,is related to,sleep-wake cycle
staying up late,is related to,negative effects
staying up late,is related to,fatigue
staying up late,is related to,decreased cognitive function
staying up late,is related to,impaired focus
staying up late,is related to,impaired decision-making
staying up late,is related to,impaired task performance
staying up late,is related to,sleep
staying up late,is related to,wakefulness
staying up late,is related to,rejuvenation
staying up late,is related to,repair
staying up late,is related to,being tired
staying up late,is related to,Amber
Amber,studies regularly,learns new skills
Amber,doesn't stay up late,"doesn't guarantee, learning new skills"
Amber,studies regularly,"guarantees, learning new skills"
Amber,studies regularly,"implies, learning new skills"
Amber,doesn't stay up late,"doesn't guarantee, being tired"
Amber,is tired,"implies, staying up late"
Amber,is tired,"is related to, staying up late"
Amber,is tired,"is related to, sleep-wake cycle"
Amber,is tired,"is related to, fatigue"
Amber,is tired,"is related to, decreased cognitive function"
Amber,is tired,"is related to, impaired focus"
Amber,is tired,"is related to, impaired decision-making"
Amber,is tired,"is related to, impaired task performance"
Amber,is tired,"is related to, sleep"
Amber,is tired,"is related to, wakefulness"
Amber,is tired,"is related to, rejuvenation"
Amber,is tired,"is related to, repair"
Amber,is tired,"is related to, being tired"
Amber,is tired,"is related to, study"
Amber,is tired,"is related to, learning"
Amber,is tired,"is related to, skills"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, brain"
Amber,is tired,"is related to, body"
Amber,is tired,"is related to, experiences"
Amber,is tired,"is related to, sleep-wake cycle"
Amber,is tired,"is related to, habits"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, uncertainty"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
